typicaled,occupation,lessthanhs,hsdiploma,somecollege,associates,bachelors,masters,professional,hsorless,somecollegeorassociates,postgrad,TOT_EMP,A_MEDIAN,natlwage,workexp,probability,total,reveal,sum_tot_emp,weight,mean_prob,
No formal educational credential,Demonstrators and Product Promoters,7.6,31.1,29.9,8.2,17.7,4.4,1,38.7,38.1,5.4,84780,27060,2698547400,None,51,85020,1,23765700,0.003567326,90.03359695,
No formal educational credential,Industrial Truck and Tractor Operators,20.4,51.9,20.2,4.3,2.9,0.2,0,72.3,24.5,0.2,570300,33630,20171511000,None,93,542770,1,23765700,0.023996768,90.03359695,
No formal educational credential,Refuse and Recyclable Material Collectors,25.8,48.2,16.7,4.9,3.9,0.6,0.1,74,21.6,0.7,115130,36160,4480859600,None,93,114650,1,23765700,0.004844377,90.03359695,
No formal educational credential,Parts Salespersons,8.7,46.8,28.2,9.5,5.9,0.6,0.3,55.5,37.7,0.9,252770,29380,8321188400,None,98,248730,1,23765700,0.010635916,90.03359695,
No formal educational credential,Maids and Housekeeping Cleaners,37.4,39,14.3,4.2,4.2,0.6,0.2,76.4,18.5,0.8,922660,22860,22725115800,None,69,924640,1,23765700,0.038823178,90.03359695,
No formal educational credential,Bartenders,5.9,27.6,35.2,10.3,18.7,2,0.4,33.5,45.5,2.4,613350,21690,16106571000,None,77,603330,1,23765700,0.025808203,90.03359695,
No formal educational credential,Amusement and Recreation Attendants,8.9,28.8,28.2,8.4,20,5,0.8,37.7,36.6,5.8,310970,21060,7077677200,None,72,286730,1,23765700,0.013084824,90.03359695,
No formal educational credential,Plasterers and Stucco Masons,46.3,39.4,10.1,1.7,2.3,0.1,0.1,85.7,11.8,0.2,24180,40750,1098013800,None,84,21100,1,23765700,0.001017433,90.03359695,
No formal educational credential,Sewing Machine Operators,40.1,36.1,13.7,4.2,4.8,0.8,0.1,76.2,17.9,0.9,136530,24320,3583912500,None,89,139510,1,23765700,0.005744834,90.03359695,
No formal educational credential,Models,7.6,31.1,29.9,8.2,17.7,4.4,1,38.7,38.1,5.4,3710,22900,118237700,None,98,2810,1,23765700,1.56E-04,90.03359695,
No formal educational credential,Retail Salespersons,6.8,29.2,28.2,10.3,21.2,3.8,0.7,36,38.5,4.5,4442090,23210,1.2198E+11,None,92,4528570,1,23765700,0.18691181,90.03359695,
No formal educational credential,Conveyor Operators and Tenders,16.8,59.1,12.3,6.9,4.6,0.4,0,75.9,19.2,0.4,26570,32300,916133600,None,93,27590,1,23765700,0.001117998,90.03359695,
No formal educational credential,Waiters and Waitresses,12.7,32.6,29.7,9.3,13.6,1.7,0.4,45.3,39,2.1,2584220,20820,65329081600,None,94,2564620,1,23765700,0.108737382,90.03359695,
No formal educational credential,Parking Lot Attendants,15.3,36.8,24.1,9.8,11.3,2.4,0.3,52.1,33.9,2.7,145400,22810,3537582000,None,87,145820,1,23765700,0.006118061,90.03359695,
No formal educational credential,Farm Labor Contractors,1.6,9.8,18.5,8.5,43.5,16,2.1,11.4,27,18.1,780,35660,38134200,Less than 5 years,97,350,1,23765700,3.28E-05,90.03359695,
No formal educational credential,Cement Masons and Concrete Finishers,38.9,40.9,15.1,1.3,3.2,0.5,0.2,79.8,16.4,0.7,178640,40650,8126333600,None,94,173910,1,23765700,0.007516715,90.03359695,
No formal educational credential,Cleaners of Vehicles and Equipment,30.2,43.7,16.9,4.5,3.8,0.6,0.3,73.9,21.4,0.9,373290,23360,9619683300,None,37,348790,1,23765700,0.01570709,90.03359695,
No formal educational credential,Counter and Rental Clerks,11.7,38.5,23.6,8,15.3,2.4,0.4,50.2,31.6,2.8,445530,25820,13250062200,None,97,450320,1,23765700,0.018746765,90.03359695,
No formal educational credential,Cashiers,14.9,40.9,25.4,7.5,9.3,1.7,0.3,55.8,32.9,2,3588960,21050,79531353600,None,97,3540980,1,23765700,0.151014277,90.03359695,
No formal educational credential,Shampooers,22.9,37,21.1,7.6,9.5,1.6,0.3,59.9,28.7,1.9,13330,20320,288594500,None,79,14390,1,23765700,5.61E-04,90.03359695,
No formal educational credential,Crossing Guards,15.3,44.7,23.8,8,6.2,1.5,0.4,60,31.8,1.9,76440,27630,2306194800,None,49,72460,1,23765700,0.0032164,90.03359695,
No formal educational credential,Mine Shuttle Car Operators,16.9,46.9,23.1,7,5.5,0.7,0.1,63.8,30.1,0.8,1550,56890,87590500,None,37,1370,1,23765700,6.52E-05,90.03359695,
No formal educational credential,Tile and Marble Setters,36.6,41.5,14.5,4,2.9,0.4,0,78.1,18.5,0.4,38820,41680,1800083400,None,75,36690,1,23765700,0.001633447,90.03359695,
No formal educational credential,Laundry and Dry-Cleaning Workers,35.2,41.6,14.2,3.8,4.2,0.9,0.1,76.8,18,1,209350,22370,4976249500,None,71,207730,1,23765700,0.008808914,90.03359695,
No formal educational credential,Bakers,21.3,39.2,20.8,8.4,9,0.8,0.4,60.5,29.2,1.2,182890,25690,5106288800,None,89,180450,1,23765700,0.007695544,90.03359695,
No formal educational credential,Tapers,44.8,39.9,11.1,2.1,1.9,0.3,0,84.7,13.2,0.3,18080,51620,1004163200,None,62,17960,1,23765700,7.61E-04,90.03359695,
No formal educational credential,Sailors and Marine Oilers,11.9,37.2,30.2,4.9,13.5,2.4,0,49.1,35.1,2.4,30940,40730,1440566400,None,83,28420,1,23765700,0.001301876,90.03359695,
No formal educational credential,Cashiers,14.9,40.9,25.4,7.5,9.3,1.7,0.3,55.8,32.9,2,3564920,21030,78891679600,None,97,3540980,1,23765700,0.150002735,90.03359695,
No formal educational credential,Butchers and Meat Cutters,34,39.7,17.7,4.4,3.5,0.5,0.1,73.7,22.1,0.6,131530,30890,4283932100,None,93,133930,1,23765700,0.005534447,90.03359695,
No formal educational credential,Pipelayers,16.5,46.5,24.6,7.3,4.4,0.5,0.2,63,31.9,0.7,38690,38400,1671794900,None,62,39320,1,23765700,0.001627976,90.03359695,
No formal educational credential,Motion Picture Projectionists,3.3,25.2,23.7,16.1,24.4,7.4,0,28.5,39.8,7.4,5700,22050,141303000,None,97,4810,1,23765700,2.40E-04,90.03359695,
No formal educational credential,Dishwashers,42.7,38,11.8,3,3.5,0.8,0.3,80.7,14.8,1.1,503540,21500,11183623400,None,77,506490,1,23765700,0.021187678,90.03359695,
No formal educational credential,Slaughterers and Meat Packers,34,39.7,17.7,4.4,3.5,0.5,0.1,73.7,22.1,0.6,77570,27530,2158773100,None,60,67150,1,23765700,0.003263948,90.03359695,
Postsecondary nondegree award,Dental Assistants,3.2,25.3,39.7,21.3,8.4,0.7,1.5,28.5,61,2.2,337160,37630,13044720400,None,51,327270,3,5904150,0.057105595,51.67503712,
Postsecondary nondegree award,Tool and Die Makers,6.9,41.6,30.9,17.3,3.1,0.2,0,48.5,48.2,0.2,73510,52480,3915142600,None,84,72180,3,5904150,0.012450564,51.67503712,
Postsecondary nondegree award,Psychiatric Technicians,1.8,20.1,34.7,21.6,18.2,2.5,1.1,21.9,56.3,3.6,66930,31670,2414165100,Less than 5 years,4.3,61140,3,5904150,0.011336094,51.67503712,
Postsecondary nondegree award,Skincare Specialists,22.9,37,21.1,7.6,9.5,1.6,0.3,59.9,28.7,1.9,44940,30080,1578742200,None,29,43510,3,5904150,0.007611595,51.67503712,
Postsecondary nondegree award,Emergency Medical Technicians and Paramedics,0.8,12.2,44.4,22.2,17.4,2.5,0.5,13,66.6,3,251860,33380,9243262000,None,4.9,241120,3,5904150,0.04265813,51.67503712,
Postsecondary nondegree award,Heavy and Tractor-Trailer Truck Drivers,16.3,47.6,23.5,6.1,5.4,0.9,0.3,63.9,29.6,1.2,1748140,42480,77792230000,None,79,1704540,3,5904150,0.296086651,51.67503712,
Postsecondary nondegree award,Fire Inspectors and Investigators,1.5,22.7,30.7,20.9,20,3.7,0.5,24.2,51.6,4.2,11940,59260,743384400,5 years or more,48,11490,3,5904150,0.002022306,51.67503712,
Postsecondary nondegree award,Massage Therapists,2.9,18.8,34.5,18.3,19.6,3.9,2,21.7,52.8,5.9,103300,39990,4643335000,None,54,95820,3,5904150,0.017496168,51.67503712,
Postsecondary nondegree award,Electronic Home Entertainment Equipment Installers and Repairers,8.3,33.8,31.9,12.4,11.7,1.4,0.6,42.1,44.3,2,25810,37190,1006073800,None,65,25010,3,5904150,0.004371501,51.67503712,
Postsecondary nondegree award,Manicurists and Pedicurists,22.9,37,21.1,7.6,9.5,1.6,0.3,59.9,28.7,1.9,104020,23230,2598419600,None,95,88360,3,5904150,0.017618116,51.67503712,
Postsecondary nondegree award,Court Reporters,1.6,16.9,25.9,13.5,29.5,7.8,4.8,18.5,39.4,12.6,15220,55120,914113200,None,50,15350,3,5904150,0.002577848,51.67503712,
Postsecondary nondegree award,Audio and Video Equipment Technicians,1.3,17.9,29.4,16.7,30.4,3.7,0.5,19.2,46.1,4.2,72740,42190,3457332200,None,55,69640,3,5904150,0.012320148,51.67503712,
Postsecondary nondegree award,Automotive Service Technicians and Mechanics,17.3,44.7,22.2,11.6,3.6,0.4,0.2,62,33.8,0.6,639700,39550,27289602000,None,59,647350,3,5904150,0.108347518,51.67503712,
Postsecondary nondegree award,Firefighters,1.1,14.9,38,23.1,19.9,2.6,0.4,16,61.1,3,319860,49080,16610329800,None,17,315330,3,5904150,0.054175453,51.67503712,
Postsecondary nondegree award,Motorcycle Mechanics,18.1,40.7,25.2,10.5,4.2,1.1,0.2,58.8,35.7,1.3,15850,35680,606579500,None,79,15850,3,5904150,0.002684552,51.67503712,
Postsecondary nondegree award,Commercial Divers,13,39.9,26.6,10.3,8.2,1.7,0.2,52.9,36.9,1.9,3280,47210,181285600,None,18,2540,3,5904150,5.56E-04,51.67503712,
Postsecondary nondegree award,Medical Records and Health Information Technicians,1.8,19.7,32.1,23.5,18.1,3.7,1.2,21.5,55.6,4.9,204220,39180,8744700400,None,91,200130,3,5904150,0.03458923,51.67503712,
Postsecondary nondegree award,Medical Transcriptionists,0.3,22.6,38.9,20,15.5,2.4,0.4,22.9,58.9,2.8,55880,35250,2034032000,None,89,54100,3,5904150,0.009464529,51.67503712,
Postsecondary nondegree award,Library Technicians,3.1,31.6,17.8,9.8,24.3,12.2,1.2,34.7,27.6,13.4,90030,33690,3196965300,None,99,93400,3,5904150,0.015248596,51.67503712,
Postsecondary nondegree award,Aircraft Mechanics and Service Technicians,2.3,23.9,39.6,22.2,10.5,1.3,0.2,26.2,61.8,1.5,131500,61020,8224010000,None,71,128550,3,5904150,0.022272469,51.67503712,
Postsecondary nondegree award,Motorboat Operators,8.7,31.7,26.1,7.7,20,4,1.7,40.4,33.8,5.7,2510,44600,115133700,Less than 5 years,62,2170,3,5904150,4.25E-04,51.67503712,
Postsecondary nondegree award,Ship Engineers,11.9,37.2,30.2,4.9,13.5,2.4,0,49.1,35.1,2.4,7890,73110,615183300,Less than 5 years,4.1,5990,3,5904150,0.001336348,51.67503712,
Postsecondary nondegree award,Sound Engineering Technicians,1.3,17.9,29.4,16.7,30.4,3.7,0.5,19.2,46.1,4.2,13370,55810,911566600,None,13,14030,3,5904150,0.002264509,51.67503712,
Postsecondary nondegree award,Medical Assistants,1.9,20.2,40,25.6,9.6,1.6,1.1,22.1,65.6,2.7,646320,32480,21703425600,None,30,623600,3,5904150,0.109468763,51.67503712,
Postsecondary nondegree award,Surgical Technologists,1.8,20.1,34.7,21.6,18.2,2.5,1.1,21.9,56.3,3.6,106470,46310,5116948200,None,34,105720,3,5904150,0.018033078,51.67503712,
Postsecondary nondegree award,Prepress Technicians and Workers,11.5,30.4,26.4,13.3,14.9,2.9,0.6,41.9,39.7,3.5,31500,39910,1315755000,None,97,32800,3,5904150,0.00533523,51.67503712,
Postsecondary nondegree award,First-Line Supervisors of Fire Fighting and Prevention Workers,0.6,11.8,36.6,21.3,23.3,5.7,0.7,12.4,57.9,6.4,58690,76170,4661746700,Less than 5 years,0.36,56980,3,5904150,0.009940466,51.67503712,
Postsecondary nondegree award,Barbers,11.3,47.2,28.7,8.1,4.3,0.4,0,58.5,36.8,0.4,18810,25650,573328800,None,80,10050,3,5904150,0.003185895,51.67503712,
Postsecondary nondegree award,Licensed Practical and Licensed Vocational Nurses,1.7,22.6,53.7,16.9,4.1,0.6,0.3,24.3,70.6,0.9,702700,45030,32120417000,None,5.8,702380,3,5904150,0.119017979,51.67503712,
Some college, no degree,Teacher Assistants,4.3,29.3,26.2,14.5,21.1,4.2,0.6,33.6,40.7,4.8,1299800,26260,36329410000,None,56,1263800,0,1299800,1,56
